id,titleZh,titleEn,year,primaryTask,relatedTasks,devices,evidenceLevel,deploymentLevel,problem,method,timescale,validation,results,limitations,twinRelevance,paperTitles,paperUrls,codeNames,codeUrls,codeStatus
CPT-014,DIII-D实时随机森林破裂预测器,Real-time random-forest disruption predictor on DIII-D,2019,T7,T9,DIII-D,E3,D3,把离线预测器压缩为确定性实时服务，并在装置计算预算内保持可解释特征链。,基于随机森林的DPRF，使用实时可得标量，在DIII-D PCS中以约150–250微秒推理运行。,推理亚毫秒；典型预警为几十至数百毫秒,900余个放电数据训练/测试，并在DIII-D实时PCS中运行。,证明随机森林可满足实时计算预算并提供数百毫秒量级预警；性能仍未达到ITER式高召回低误报要求。,实时运行不等于闭环缓解；阈值需按误报代价和可用处置时间标定，诊断缺失需独立容错。,适合定义预测服务的实时契约、漂移监测与影子到闭环的晋级门槛。,A real-time machine learning-based disruption predictor on DIII-D,https://doi.org/10.1088/1741-4326/ab28bf,DisruptionPy,https://github.com/MIT-PSFC/disruption-py,official-enabling
CPT-045,JET实时保护序列器RTPS,JET Real-Time Protection Sequencer,2019,T7,,JET,E4,D5,ITER-like wall对等离子体接触、加热和异常形状敏感，需要高于单回路的集中保护协调。,RTPS接收VTM/WALLS等报警，以约500 Hz状态机覆盖形状、电流、密度和加热参考，执行降额或受控终止。,约2 ms监督周期；下层垂直稳定更快,JET ITER-like wall多战役运行；正式论文明确说明RTPS纳入JET集成运行与保护系统的投运流程，运行前必须完成正式质量保证，且单元/低层集成测试由核心开发者定义、集成/行为测试由JET Plasma Operations Group定义。,形成集中、可配置的机器保护序列，能在异常时协调多控制器和加热系统；其配置所有权、职责、生命周期和运行前正式质量保证构成可审计的安全关键治理证据，故标为D5。,保护逻辑和阈值高度装置专用；公开MARTe2不能复现JET RTPS安全案例。,为安全门、状态机、配置管理、报警因果回放和独立保护边界提供成熟范式。,Robust configuration of the JET Real-Time Protection Sequencer | Centralised Coordinated Control to Protect the JET ITER-like Wall,https://doi.org/10.1016/j.fusengdes.2018.12.045 | https://scipub.euro-fusion.org/archives/jet-archive/centralised-coordinated-control-to-protect-the-jet-iter-like-wall,MARTe2,https://github.com/aneto0/MARTe2,official-enabling
CPT-047,ITER等离子体控制系统异常处理分层架构,Hierarchical exception handling for the ITER plasma control system,2017,T7,T9,ITER,E0,D1,异常可来自诊断、执行器、等离子体和工厂系统，需要明确本地控制、监督控制、联锁/保护的权限边界。,定义异常类别、检测—评估—响应层次和跨系统接口，区分可恢复、需降级和需终止事件。,微秒级联锁至秒级监督决策,需求与架构分析、场景评审；非装置实验。,形成ITER PCS异常处理的初步分类与职责边界，为详细需求和验证场景提供基础。,初步架构不代表最终实现或认证；权限、仲裁和共因失效需在更高层安全分析中闭合。,数字孪生必须遵守这类权限边界，AI建议层不能直接越权到机器保护。,Preliminary exception handling analysis for the ITER plasma control system,https://doi.org/10.1016/j.fusengdes.2017.05.013,ITER PCS exception-handling implementation,,not-public
PCS-012,JET WALLS—VTM—RTPS：等离子体壁负荷监测与协调终止,,2014,T7,,JET,E4,D4,ITER-like Be/W壁在高功率及DT工况中可能过热，红外相机又可能受中子影响，需要模型和测量冗余及协调脉冲终止。,WALLS实时计算功率沉积、表面/体温和几何间隙；VTM处理IR温度；RTPS收集报警并覆盖形状、电流、密度和加热控制器，执行可配置软/硬终止。,WALLS计算模块总执行时间低于1 ms；该数字不等于完整保护链端到端响应时间。,2011—2012运行数据和后续JET-ILW运行给出在线保护证据；论文展示时序与实际报警结果。,JET ITER-like wall。,壁模型、视线、材料限值和保护阈值高度配置相关；报警覆盖策略必须独立于科研优化并受严格变更控制。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,The JET real-time plasma-wall load monitoring system | The software and hardware architecture of the real-time protection of in-vessel components in JET-ILW,https://doi.org/10.1016/j.fusengdes.2013.10.010 | https://doi.org/10.1088/1741-4326/ab1a79,MARTe/MARTe2 | JET WALLS/RTPS models,https://vcis-gitlab.f4e.europa.eu/aneto/MARTe2 | ,official-enabling | not-public
CPT-015,JET APODIS实时破裂预测,JET APODIS real-time disruption prediction,2013,T7,,JET,E3,D3,在ITER-like wall运行中以少量可靠实时信号提供稳定、低延迟的破裂预警。,APODIS每1 ms处理7个实时信号并分类破裂风险，输出用于记录和运行评估。,1 ms输入周期；平均预警约426 ms,ITER-like wall战役991个放电的实时运行评估。,报告成功率98.36%、误报0.92%、漏报1.64%和平均426 ms预警；应注意数据集定义与运行基率。,所述结果未自动触发机器保护；跨战役、跨壁材料和异常类型的校准需重新验证。,是把预警时间分布、误报和数据可用性纳入运行数字线程的基准。,Results of the JET real-time disruption predictor in the ITER-like wall campaigns,https://doi.org/10.1016/j.fusengdes.2013.03.003,JET APODIS implementation,,not-public
CPT-021,JET大剂量气体注入破裂缓解,Massive-gas-injection disruption mitigation on JET,2011,T7,,JET,E4,D4,不可避免破裂会产生集中热负荷、电磁载荷和逃逸电子，需要在毫秒尺度均匀辐射能量。,快速阀注入不同气体和数量，系统比较热/电流猝灭、halo电流、辐射和逃逸电子响应。,触发后毫秒至几十毫秒,JET多气体、多参数破裂缓解实验。,量化MGI对辐射分数、电流猝灭、halo力和逃逸电子的影响，为ITER缓解需求提供实验依据。,MGI材料穿透、混合和辐射对大型装置存在尺度效应；不能保证同时最小化所有热、电磁和逃逸风险。,需要把触发延迟、阀动力学、碎裂/混合不确定度和结构载荷证据串联。,Disruption mitigation by massive gas injection in JET,https://doi.org/10.1088/0029-5515/51/12/123010,JET MGI trigger and valve control,,not-public
CTL-CORE-042,ITER 研究运行初期的加热与燃料执行器管理,Actuator management for the first ITER plasma operation campaign,2025,T8,,ITER：Start of Research Operation；架构与控制仿真,E1,D3,ITER SRO 同时有能量、q>1/锯齿、NTM、密度和脱靶任务；48 个 gyrotron、9 个镜面、60 个气阀和 4 个颗粒器不能静态绑定。,建立控制任务—虚拟请求—能力匹配—实际设备命令的 Actuator Management 层，支持组合/替代、故障重分配和优先级。,管理循环毫秒至百毫秒；控制任务从快 MHD 到慢燃料/能量。,官方设计/仿真，尚无 ITER 等离子体实证。,给出 SRO 可实施的执行器管理架构和代表性多任务用例，使设备路由、组合和冲突处理成为显式 PCS 服务。,SRO 硬件和控制需求仍演进；路由/优先级正确不等于物理目标可同时满足，需闭环可达性验证。,这是数字孪生控制编排的直接蓝图：每个控制任务只请求物理效果，管理层结合设备健康与预测模型生成可追溯命令。,Actuator management for the first ITER plasma operation campaign,https://doi.org/10.1016/j.fusengdes.2025.115071,ITER PCSSP | ITER IMAS Data Dictionary,https://github.com/iterorganization/PCSSP | https://github.com/iterorganization/IMAS-Data-Dictionary,official-enabling | official-enabling
PCS-028,JT-60SA中央控制、实时等离子体控制与保护分层,,2023,T8,T2,JT-60SA,E2,D2,在日欧共同建设的大型超导装置中统一脉冲编排、磁/动理学控制、设备联锁与机器保护，同时允许分阶段commissioning。,中央控制系统负责状态机、时序、HMI和数据协调；实时等离子体控制系统执行快速闭环；设备保护/联锁具有独立边界；DINA及专用仿真工具用于控制设计。,磁控制与保护为多速率，公开官方概览没有给出可审计的统一端到端周期。,控制工具经历离线DINA/电路仿真、系统集成与设备commissioning；公开资料不能支持其全部高性能控制任务均已闭环验收。,JT-60SA集成与commissioning；成熟度按公开论文逐项判断。,commissioning状态随时间变化；论文中的仿真场景不等同于装置上全部执行器、故障和延迟已验证。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,A simulation tool to design and test control laws for JT60-SA scenarios | JT-60SA control system,https://doi.org/10.1016/j.fusengdes.2023.113631 | https://www.jt60sa.org/wp/control-system/,JT-60SA control and DINA configuration,,not-public
CPT-020,TCV SAMONE 实时异常监督与执行器管理,SAMONE real-time off-normal supervision and actuator management on TCV,2021,T8,T7 | T9,TCV,E4,D4,高级控制器会争用ECH、气体和磁执行器；诊断或执行器异常时需要按等离子体状态安全切换目标、限制和终止策略。,分层监督器、状态/事件监视、执行器管理器和控制模式切换；与底层反馈控制器解耦，面向异常处理和任务协调。,约10–100 ms监督决策；下层回路更快,TCV实时系统中的实验应用和故障/事件场景形成装置证据。,证明异常检测、控制重构和执行器协调可在一个监督框架内闭环运行。,状态机和仲裁策略需要装置级危害分析；研究装置的灵活切换不能直接等价于电厂安全系统。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Integrated real-time supervisory management for off-normal-event handling and feedback control of tokamak plasmas,https://doi.org/10.1109/TNS.2021.3084410,SAMONE,,not-public
CPT-044,TCV/ITER装置无关多任务执行器管理,Tokamak-agnostic multi-task actuator management for TCV and ITER,2019,T8,,TCV | ITER,E4,D4,β、NTM、剖面和模式任务同时争抢EC、NBI、气体等有限资源，独立控制器会给出冲突命令。,用装置无关任务—执行器映射、优先级和可用性约束分配资源；在TCV多任务实验和ITER场景仿真中评估。,监督/分配约10–100 ms；下层执行器回路更快,TCV同时β、NTM、中央共向驱动/H模相关任务实验；ITER为模拟。,在TCV证明多任务资源协调可上机；ITER部分仅为设计证据。,任务效用和优先级仍需治理；执行器失效、动态耦合和安全认证不能只靠静态分配矩阵。,是数字孪生从多个模型服务升级为统一可执行控制服务的关键中间层。,Tokamak-agnostic actuator management for multi-task integrated control with application to TCV and ITER,https://doi.org/10.1016/j.fusengdes.2019.111260,TCV actuator manager,,not-public
CTL-CORE-041,ITER H&CD 混合整数实时执行器分配,Actuator allocation for integrated tokamak control using mixed-integer programming,2017,T8,,ITER：完整规划 H&CD 系统；全系统规模数值示例与实时性测试,E1,D3,有限的 EC/IC/NBI 被加热、q、锯齿和 NTM 等任务共享，优先级和可用性会在放电中改变。,把控制任务请求、执行器能力/组合和优先级写成混合整数二次规划，实时求取最优分配，避免枚举所有组合。,分配器目标为 PCS 实时周期，毫秒至百毫秒；物理任务跨毫秒至秒。,算法仿真/实时计算能力，非装置实验。,MIQP 在完整 ITER H&CD 规模示例中实时求解并实现期望优先行为，为控制任务与执行器解耦提供通用架构。,能力矩阵和任务代价随等离子体状态变化；MIQP 可解不等于分配后的闭环稳定，最坏时延/不可行处理仍需认证。,数字孪生应维护实时执行器能力图谱和请求账本，并用预测模型评估分配后的物理后果。,Actuator allocation for integrated control in tokamaks: architectural design and a mixed-integer programming algorithm,https://doi.org/10.1016/j.fusengdes.2017.09.004,allocation prototype | ITER PCSSP, | https://github.com/iterorganization/PCSSP,not-public | official-enabling
PCS-015,EAST稳态高级运行升级：打击点、漂移补偿与诊断自检,,2013,T8,T2,EAST,E4,D4,长脉冲放大磁积分漂移和传感器故障影响，并要求稳定打击点、位形、密度和辐射边界。,在PCS中加入实时积分漂移补偿、放电前磁诊断校验、打击点/形状控制以及长脉冲友好接口。,漂移和形状环在PCS周期内运行；论文未给出可泛化的统一周期。,仿真和EAST实际放电；论文明确区分已实验功能与在研辐射/脱靶控制。,EAST长脉冲运行。,漂移线性补偿只适用于满足先验漂移模型的积分器；长脉冲还需在线标定、冗余和不确定度。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Recent plasma control progress on EAST | Upgrade of EAST plasma control system for steady-state advanced operation,https://doi.org/10.1016/j.fusengdes.2012.06.013 | https://doi.org/10.1016/j.fusengdes.2018.02.079,EAST steady-state PCS modules,,not-public
PCS-002,DIII-D Integrated Plasma Control：模型驱动设计—验证—部署方法,,2005,T8,T9,DIII-D | ITER设计研究,E4,D4,单个控制器在多执行器、多约束和异常事件下可能相互冲突，且稀缺机时不允许靠反复试错调参。,把装置/执行器响应模型、控制器设计、监督协调、仿真、PCS实码测试和实验迭代组成闭环工程流程；强调模型不确定性、非理想动态与离线确认。,方法本身跨越离线设计到微秒/毫秒实时环，不规定统一周期。,DIII-D多类控制应用和PCS硬件闭环仿真形成方法验证；后续GA官方页面继续以IPC描述其可靠控制设计流程。,DIII-D；作为ITER和下一代装置控制设计参考。,强依赖高质量装置模型和实验辨识；流程可迁移，但控制参数、故障模型和验收阈值不可直接跨装置复用。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Integrated Plasma Control in DIII-D,https://doi.org/10.13182/FST05-A1075,DIII-D integrated control design suite,,not-public
PCS-023,ITER CODAC Core System：装置I&C标准底座,,2026,T9,,ITER | 多家ITER成员测试设施,E2,D2,220个plant I&C系统和分布式供应商需要统一开发、接口、监控、归档和生命周期标准。,RHEL x86-64；EPICS 7、PVAccess/Channel Access、SNL、日志/Autosave、Control System Studio；Plant System Host、Fast Controller、PLC和第三方控制器分层。机器保护和人员/核安全与CODAC显式解耦。,慢控、事件与fast controller多速率；需要实时的fast controller可用MRG-Realtime。CODAC不是快速等离子体环的单一周期声明。,ITER官方持续版本发布和成员/供应商测试；截至2026官方页面为7.4.0。ITER尚未整机等离子体运行。,ITER plant I&C开发和测试；CODAC用户分布于成员机构。,EPICS/CODAC擅长plant I&C与集成，不自动满足垂直稳定等微秒级闭环；完整分发和支持受ITER用户资格约束。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,CODAC Core System | ITER CODAC Architecture,https://www.iter.org/machine/supporting-systems/codac/codac-core-system | https://www.iter.org/machine/supporting-systems/codac/architecture,EPICS Base | CODAC Core System distribution,https://github.com/epics-base/epics-base | ,official-enabling | not-public
PCS-034,EPICS作为聚变装置I&C与慢控制生态,,2026,T9,,ITER | J-TEXT | EAST | KSTAR | JT-60SA | 多装置,E3,D4,统一分布式设备I/O、过程变量、状态机、报警、HMI和归档，使多供应商子系统可互操作。,IOC/record数据库、Channel Access与PVAccess、SNL状态机、客户端/HMI与归档生态；ITER CODAC在EPICS 7上叠加工程标准和打包。,适合设备层、监控、事件和部分软实时；网络PV不是垂直稳定等硬实时闭环的当然实现。,EPICS官方仓库与全球装置长期部署；具体聚变站点的性能、冗余和安全性需单独验证。,多个聚变装置及ITER CODAC基础。,装置数据库、record命名、驱动、网络隔离和安全策略高度站点化；不能仅凭使用EPICS推断PCS快速环或机器保护架构。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,EPICS Documentation,https://docs.epics-controls.org/,EPICS Base,https://github.com/epics-base/epics-base,official-enabling
PCS-036,IMAS/OMAS作为控制—模拟—实验的语义交换层,,2025,T9,,ITER | DIII-D | 多装置与模拟链,E2,D2,不同代码和装置以异构命名、坐标、单位和文件组织交换平衡、剖面、执行器和放电数据，导致集成脆弱且不可追溯。,IMAS以数据字典和IDS定义标准结构；IMAS-Python提供API；OMAS以Python数据结构和映射适配多种后端。二者通常位于离线/近线数据层，不是硬实时调度器。,以数据交换、工作流和归档为主；公开仓库不宣称满足快速PCS环的确定性端到端周期。,ITER官方开放发布、持续schema/API测试及多代码应用；每个装置映射仍需对照源数据验证。,ITER集成模拟生态和多机构研究工作流。,标准结构不能消除缺失量测、标定差异、坐标映射误差或版本漂移；硬实时使用仍需专用序列化和延迟验证。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Release of IMAS infrastructure and physics models as open source,https://www.iter.org/node/20687/release-imas-infrastructure-and-physics-models-open-source,IMAS Data Dictionary | IMAS-Python | OMAS,https://github.com/iterorganization/IMAS-Data-Dictionary | https://github.com/iterorganization/IMAS-Python | https://github.com/gafusion/omas,official-enabling | official-enabling | official-enabling
PCS-040,EHL-2控制需求与公开证据缺口,,2025,T9,T2 | T7,EHL-2,E0,D1,为高场高性能球形托卡马克规划磁、加热、密度、MHD、壁负荷和异常处置的一体化控制，但公开技术基线仍有限。,公开路线图与FEC海报描述装置物理/工程目标；截至审计日期未找到同行评议的完整PCS架构、实时OS、周期/I/O清单、HIL验收或公共控制仓库。,未公开。,暂无足以支持装置闭环成熟度判断的公开原始证据。,规划/建设信息；PCS状态未公开核实。,公开材料以路线图/项目介绍为主，状态可能变化；任何架构细节都需与新奥团队直接核验。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,ENN's Roadmap for Proton-Boron Fusion Based on Spherical Torus | Overview of the Physics Design of the EHL-2 Spherical Torus for Proton-Boron Fusion,https://doi.org/10.1063/5.0199112 | https://conferences.iaea.org/event/392/contributions/35908/attachments/19881/36142/FEC2025_EHL2_poster-Xie-V4.pdf,EHL-2 PCS,,not-public
PCS-005,TCV数字实时控制系统：Simulink自动代码生成与MARTe2全机运行,,2024,T9,T4,TCV,E4,D4,支持高度灵活的位形、16个PF线圈、多套EC执行器、动理学观测器和研究算法，同时保持可测试和确定性运行。,控制算法在MATLAB/Simulink中开发和测试，经代码生成后由MARTe2装载；MDSplus保存配置与放电数据；双实时节点接收同步ADC流，PREEMPT_RT Linux多核执行。,主控制节点现按10 kHz采样/执行；硬件测试显示可达50 kHz；LIUQE平衡重建为1 ms周期。各模块仍可多速率。,2024综述记录全机运行和多项闭环实验；软件迁移保留Simulink仿真—生成—部署链，论文给出硬件与时序细节。,TCV日常放电。,Simulink/代码生成许可证、站点数据库和硬件配置仍是复现门槛；MARTe2公开不代表TCV完整PCS公开。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Overview of the TCV digital real-time plasma control system and its applications,https://doi.org/10.1016/j.fusengdes.2024.114640,MARTe2 | MEQ,https://vcis-gitlab.f4e.europa.eu/aneto/MARTe2 | https://gitlab.epfl.ch/spc/public/meq/meq,official-enabling | official-enabling
PCS-022,ITER PCS系统工程与模型驱动设计/部署策略,,2024,T9,,ITER,E1,D2,数百个相互耦合的控制功能需要跨多年版本设计、实现、验证、集成和运维，传统逐控制器交付难以保持一致性。,灵活实现架构 + PCSSP需求对照仿真 + 系统工程数据库；把需求、功能、模型、控制器、测试和部署版本建立可追溯关系。,生命周期方法，不规定实时周期。,论文提出并用于ITER PCS工程过程；真正装置验收仍待ITER运行。,ITER PCS项目过程。,过程成熟度不能替代未知燃烧等离子体的模型/实验验证；数据库治理和长期工具可持续性是主要风险。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Strategy to systematically design and deploy the ITER plasma control system: A system engineering and model-based design approach,https://doi.org/10.1016/j.fusengdes.2024.114464,PCSSP,https://github.com/iterorganization/PCSSP,official-enabling
PCS-031,SPARC实时控制框架neutrino与COMET闭环开发环境,,2024,T9,T0 | T2 | T6 | T7,SPARC,E2,D2,在首等离子体前开发并测试平衡重建、形状/垂直控制、功率平衡、PFC监视和异常处置，且让同一控制代码进入仿真与未来真机。,自研neutrino实时框架采用无锁进程内/节点间通信；控制组件可接COMET装置模型进行hardware-out-of-loop和hardware-in-the-loop测试。,会议摘要强调确定性实时和低延迟，但未公开足以审计的各回路最坏执行时间及抖动表。,APS-DPP会议原文报告软件组件与COMET的HOOTL/HITL测试；SPARC尚不能提供等离子体闭环证据。,SPARC在建项目的PCS开发环境。,硬件/模型在环只能验证被建模边界；燃烧等离子体、诊断退化和首机接口仍需commissioning。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,The SPARC plasma control system,https://meetings-archive.aps.org/dpp/2024/np12/105/,neutrino / COMET PCS environment,,not-public
PCS-033,MARTe2通用确定性实时执行框架,,2024,T9,,TCV | JET | RFX-mod2 | 多个实验设施,E4,D4,让实时算法、I/O、调度、网络和状态机以可配置组件组合，避免每个诊断/控制项目重复开发执行内核。,C++核心；GAM封装算法，DataSource封装I/O，Broker搬运数据，Scheduler保证执行序列，RealTimeState/Thread定义状态与线程；配置驱动。,由调度、GAM最坏执行时间和I/O决定；TCV在10 kHz全机运行，框架本身不承诺所有硬件或配置均达到该周期。,官方仓库单元/集成测试与多装置论文；TCV 2024论文提供全机生产运行证据，JET论文主要是RTCC/升级项目证据。,TCV全机；JET部分实时系统和升级工作；RFX-mod2等。,确定性取决于OS、CPU隔离、驱动、内存、配置和算法；安全认证、装置标定和控制逻辑需项目独立完成。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Overview of the TCV digital real-time plasma control system and its applications,https://doi.org/10.1016/j.fusengdes.2024.114640,MARTe2,https://vcis-gitlab.f4e.europa.eu/aneto/MARTe2,official-enabling
PCS-016,‘灵枢’自主等离子体控制系统,,2023,T9,,EAST,E4,D4,面向聚变堆安全稳态运行，降低外部软硬件依赖并提高实时性、冗余、可维护和可检查性。,官方页面描述双冗余集群、定制实时Linux、共享内存与实时网络、模块化多进程、状态机、安全检查、版本与日志治理。,官方页面称系统抖动控制在5 μs以内；这是调度抖动指标，不是闭环周期或端到端延迟。,中科院等离子体所官方页面称已在EAST完成连续、稳定、可靠的放电控制；尚需同行评议论文公开更完整量化数据。,EAST。,公开证据缺少最坏端到端时延、冗余故障注入、控制模块清单、软件质量等级和独立评测。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,具有完全知识产权的面向聚变堆的自主等离子体控制系统‘灵枢’研制成功,https://ipp.cas.cn/xwdt/kydt/202308/t20230827_374112.html,灵枢PCS,,not-public
PCS-029,HL-2M新型等离子体控制系统,,2023,T9,T2,HL-2M,E1,D2,为HL-2M建立可扩展的磁控制平台，兼顾毫秒级一般控制与快速垂直稳定，并复用成熟PCS工程组织。,基于DIII-D PCS框架的三节点实时Linux集群；D-TACQ2106采集、反射内存网络交换、装置专用磁诊断和电源接口。,论文给出慢控制1 ms、快速垂直控制200 μs的设计周期。,论文报告平台搭建和初步仿真；其发表时仍需在真实等离子体实验中进一步验证，故不标为生产级闭环。,HL-2M平台开发/初步验证。,装置专用I/O、电源模型、磁标定与安全逻辑未公开；初步仿真不能替代真机闭环和异常工况验证。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,A new scheme of plasma control system based on real-time Linux cluster for HL-2M,https://doi.org/10.1016/j.fusengdes.2023.113763,HL-2M PCS branch,,not-public
PCS-013,JET RTCC的MARTe2增强原型,,2021,T9,,JET,E2,D2,RTCC长期扩展后容量与可维护性受限，需要在不破坏实验灵活性的前提下增加实时算力和组件化能力。,以MARTe2构建新的实时功能层/原型，通过标准信号和配置与既有RTCC协同。,会议资料证明原型和设计；未给出可用于整链资格声明的统一最坏时延。,IAEA技术会议原文称已设计和原型化；2024会议继续报告升级。没有足够公开证据证明完全替换所有RTCC功能。,JET升级验证；装置已结束运行。,原型证据不能替代全系统迁移、回归、失效模式和长期运维证明。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Use of MARTe2 to enhance the JET Real-Time Central Controller | JET Plasma Control System Upgrade using MARTe2,https://conferences.iaea.org/event/244/contributions/19897/ | https://conferences.iaea.org/event/377/contributions/31680/,MARTe2,https://vcis-gitlab.f4e.europa.eu/aneto/MARTe2,official-enabling
PCS-017,PCS-SDP：CFETR/EAST可视化控制算法开发平台,,2021,T9,,EAST | CFETR设计,E2,D2,PCS算法接入需要手工处理数据结构、波形、接口、编译和链接，难以规模化管理多团队贡献。,可视化拖拽组件定义算法I/O与参数；预生成主框架，开发者填入算法逻辑后自动编译、链接并接入PCS。,开发平台不定义控制周期；生成代码须在目标PCS上单独做WCET和抖动验证。,在EAST定制应用中成功加入算法，验证开发流程有效；这不是CFETR全PCS运行证明。,EAST验证；CFETR设计支撑。,可视化生成不能替代算法审查、实时资格、测试覆盖和配置治理；平台锁定与生成代码可追溯性需验证。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Custom application of PCS software development platform on EAST,https://doi.org/10.1016/j.fusengdes.2021.112314,PCS-SDP,,not-public
PCS-001,DIII-D Plasma Control System：可扩展多处理器实时控制平台,,2020,T9,T2 | T0 | T7,DIII-D,E4,D4,在同一放电中协调磁位形、垂直稳定、密度、加热、辐射、偏滤器及核心性能等多类反馈，并允许研究算法频繁迭代。,装置专用 C/C++ 实时框架；算法按 category/phase 组织，多个实时节点并行执行，波形服务器、放电状态协调进程与实时节点分离；rtEFIT、isoflux、监督和执行器接口均可挂接。,不同环路多速率；早期采集基准为每 60 μs 一组样本，RWM 专用链路曾由约 50 μs 优化至约 11 μs；剖面/AI功能常工作在毫秒至20 ms量级，不能把单一数字视为全PCS统一周期。,以装置日常放电为最高层证据；新算法通常经历模型验证、离线回放、PCS实码闭环仿真、硬件测试和受限实验。2020综述与2024升级论文记录了长期生产运行。,DIII-D日常运行；核心软件还形成多个装置分支。,装置配置、诊断映射、实时驱动和安全逻辑高度专用；历史分支与商业实时OS/硬件依赖提高移植和持续维护成本。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,Current State of DIII-D Plasma Control System | Recent Advancements in the DIII-D Plasma Control System,https://doi.org/10.1016/j.fusengdes.2019.111368 | https://doi.org/10.1109/TPS.2024.3415768,DIII-D PCS core,,not-public
PCS-019,KSTAR PCS升级与长脉冲高级集成控制,,2020,T9,T8,KSTAR,E4,D4,长脉冲高性能实验需要更多诊断、更强算力、现代DAQ、磁体/气体/加热集成及异常处理。,更新实时硬件、实时OS、数据采集和算法集成；保持确定性网络和PCS分层组织。,控制任务多速率，论文强调高频采集和严格实时，但不应捏造单一周期。,2016后运行经验与升级论文；2026 ITER官方进一步报告iPCS在KSTAR真机部署并操作。,KSTAR。,2026官方消息缺少同行评议的时序、功能覆盖和试验清单；iPCS接管范围必须等待技术论文细化。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,"Achievements and lessons learned from the operation of KSTAR plasma control system upgrade | Advances and challenges in KSTAR plasma control toward long-pulse, high-performance experiments | On KSTAR, ITER’s plasma control system successfully takes charge",https://doi.org/10.1016/j.fusengdes.2018.02.066 | https://doi.org/10.1016/j.fusengdes.2020.111622 | https://www.iter.org/node/20687/kstar-iters-plasma-control-system-successfully-takes-charge,KSTAR PCS / ITER iPCS deployment,,not-public
PCS-026,MAST Upgrade Plasma Control System,,2020,T9,T2,MAST-U,E4,D4,MAST-U多PF线圈和11组气阀使形状参数与执行器强耦合，还需支持Super-X、脱靶和壁负荷实验。,继续采用GA PCS的通用框架+平台/装置专用层；category/phase组织控制函数；采用装置特定虚拟电路、FIESTA/模型设计和新I/O。,多速率；论文重点为系统架构和调试，不能给出一个全局周期。,系统集成、commissioning和早期MAST-U运行；历史MAST形状控制提供前序证据。,MAST-U。,形状—线圈耦合和气阀数量使操作配置复杂；受控软件、FIESTA配置和实验数据权限限制复现。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,The MAST Upgrade plasma control system,https://doi.org/10.1016/j.fusengdes.2020.111764,MAST-U GA PCS branch,,not-public
PCS-035,MDSplus与MARTe2的配置、实时数据和放电证据链集成,,2020,T9,,TCV | JET | DIII-D | NSTX-U | RFX-mod | 多装置,E3,D4,实时系统需要从版本化配置启动、在线交换数据，并在放电后保存带时基、单位和树结构的证据。,MDSplus tree/pulse模型管理配置与shot数据；MARTe2 DataSource将实时信号接到算法图，放电前后由非实时服务完成配置与归档。,实时流通道可按站点周期运行；树写入和远程访问通常不放在最紧的硬实时路径。,同行评议集成论文和TCV等生产部署；数据完整性仍依赖时钟、单位、标定和写入策略。,多个装置的数据/配置基础设施。,树结构可容纳数据但不自动建立跨装置语义；实时数据库不能取代时间同步、数据质量和可追溯治理。,可作为模型、状态、控制策略或验证证据接入控制数字孪生，但需版本、配置与适用域治理。,"MARTe2 and MDSplus integration for a comprehensive fast control and data acquisition system | MDSplus yesterday, today and tomorrow",https://doi.org/10.1016/j.fusengdes.2020.111892 | https://doi.org/10.1016/j.fusengdes.2017.12.010,MDSplus | MARTe2,https://github.com/MDSplus/mdsplus | https://vcis-gitlab.f4e.europa.eu/aneto/MARTe2,official-enabling | official-enabling
